customer_key;customer_name;customer_type;gender;age;csp;city;country_key;phone;email;created_date_key
474;Brigitte Andre;B2C;M;48;Entrepreneur;Osaka;81;0230452711;margotbruneau@example.com;20190523
475;Georges Blanchet;B2C;M;59;Retraité;São Paulo;55;02 49 41 45 12;josephinedidier@example.com;20200408
476;René Pichon;B2C;F;48;Profession libérale;Rio de Janeiro;55;0471748004;alice12@example.org;20240510
477;Caroline Grégoire;B2C;F;29;Commerçant;London;44;+33 (0)5 65 26 86 93;georgesmarin@example.org;20200604
478;Agnès Delannoy-Grenier;B2C;M;23;Commerçant;Valencia;34;02 99 09 78 46;juliettedelaunay@example.net;20221203
479;Alexandre Perret;B2C;M;60;Retraité;Toulouse;33;0508972971;fredericpicard@example.org;20230501
480;Anaïs-Bernadette Garnier;B2C;M;33;Entrepreneur;Chicago;1;0553824248;huguesseguin@example.net;20231025
481;Torres S.A.R.L.;B2B;M;70;Indépendant;São Paulo;55;+33 4 34 63 32 05;thomas02@example.org;20221005
482;Capucine Diallo-Lebreton;B2C;F;66;Retraité;Salvador;55;0299845700;thibault56@example.com;20211013
483;Marianne Collin;B2C;F;32;Cadre;Barcelona;34;+33 3 65 01 47 50;theodore72@example.com;20220222
484;William Sanchez;B2C;M;27;Technicien;Shanghai;86;0457017443;elisabeth45@example.com;20190627
485;Sylvie Lefort;B2C;M;32;Cadre;Shanghai;86;04 69 27 16 88;weberxavier@example.org;20200114
486;Pruvost SA;B2B;M;63;Cadre Supérieur;Madrid;34;+33 3 83 70 27 63;zrolland@example.net;20210302
487;Élise du Georges;B2C;F;68;Indépendant;Leeds;44;0609110770;letellierelise@example.net;20200516
488;Martins SA;B2B;M;66;Retraité;Shanghai;86;+33 2 37 33 51 56;fontainenathalie@example.net;20220708
489;Alexandrie Fernandes;B2C;F;35;Entrepreneur;Osaka;81;+33 (0)4 37 32 26 26;benjaminfoucher@example.org;20230707
490;Michelle Laporte du Carre;B2C;F;55;Cadre Supérieur;Bordeaux;33;02 32 55 24 60;brigitte96@example.com;20200116
491;Juliette Clément;B2C;M;31;Entrepreneur;Bangalore;91;+33 (0)1 75 36 49 73;bernadettelanglois@example.com;20210709
492;Denis Hamel;B2C;M;29;Employé;Milan;39;+33 4 78 50 36 06;corinne22@example.org;20210225
493;Simon;B2B;F;69;Indépendant;Bangalore;91;0468128255;umarion@example.net;20201003
494;Adèle Blot;B2C;M;27;Employé;Bordeaux;33;+33 (0)5 46 82 04 44;francois12@example.org;20220307
495;Julien Traore;B2C;M;34;Cadre;Birmingham;44;+33 (0)2 62 73 33 74;pdenis@example.net;20211010
496;Gérard Blanchard;B2C;F;36;Entrepreneur;Milan;39;05 87 01 92 81;victor41@example.org;20221019
497;Aubry S.A.R.L.;B2B;F;69;Retraité;Munich;49;03 80 11 65 53;guillaumefischer@example.net;20211212
498;Alfred Maillot;B2C;M;44;Entrepreneur;Madrid;34;04 15 31 24 06;sylviedavid@example.net;20220313
499;Bernadette de Mathieu;B2C;F;69;Retraité;Chicago;1;+33 (0)2 46 94 82 39;jacobnathalie@example.net;20241208
500;Théodore Cousin;B2C;F;26;Commerçant;London;44;02 69 00 25 02;jacques09@example.net;20191211
501;Ollivier;B2B;F;36;Cadre;São Paulo;55;+33 5 55 41 16 85;jgomez@example.net;20210130
502;Lebreton SA;B2B;M;60;Cadre Supérieur;Marseille;33;+33 3 54 25 34 99;aubertzoe@example.net;20200318
503;Pénélope Besnard;B2C;F;57;Indépendant;Naples;39;+33 5 31 69 78 08;brunetsusan@example.com;20240211
504;Théophile du Ledoux;B2C;F;56;Cadre Supérieur;Nagoya;81;0519717760;philippinealves@example.com;20240417
505;Margot Legrand-Verdier;B2C;F;43;Cadre;Rio de Janeiro;55;+33 5 46 85 17 03;jde-oliveira@example.net;20190430
506;Thierry Hamel Le Fournier;B2C;F;38;Entrepreneur;Tokyo;81;0540782287;adrienbonnin@example.org;20210219
507;Georges Gaillard;B2C;F;47;Profession libérale;Fortaleza;55;0516274176;christianeguerin@example.net;20211001
508;Joséphine Georges-Bodin;B2C;M;68;Cadre Supérieur;Seville;34;+33 5 17 52 19 45;obertrand@example.org;20211015
509;Élisabeth Richard;B2C;F;63;Cadre Supérieur;Turin;39;+33 3 69 16 69 67;anoukfaivre@example.org;20220707
510;Dominique Gay;B2C;M;49;Profession libérale;Manchester;44;0322686989;aimee07@example.org;20210905
511;Célina Lebrun;B2C;F;57;Cadre Supérieur;Rome;39;+33 4 69 64 54 17;zoe82@example.com;20231215
512;Laure Delahaye;B2C;M;59;Retraité;Madrid;34;+33 (0)1 41 84 51 72;gmahe@example.net;20190729
513;Frédérique Le Gautier;B2C;M;52;Retraité;Palermo;39;0450653760;thibaut45@example.net;20210714
514;Susan Cousin;B2C;M;64;Cadre Supérieur;Rome;39;0540928004;dorothee22@example.com;20240617
515;Berger et Fils;B2B;F;49;Cadre;Lyon;33;+33 3 76 44 58 82;perrierroger@example.org;20191024
516;Carlier Laroche S.A.S.;B2B;F;39;Profession libérale;Mumbai;91;0612691985;rocherclaudine@example.net;20221216
517;Benjamin Turpin Le Turpin;B2C;M;28;Commerçant;Mumbai;91;+33 (0)2 40 18 34 46;danielbernard@example.org;20190106
518;Émile Pichon;B2C;M;29;Commerçant;Leeds;44;0183612233;frolland@example.org;20220408
519;Alice Chauvet;B2C;F;42;Entrepreneur;Chicago;1;+33 3 61 26 24 04;claurent@example.com;20210327
520;Emmanuel Le Roux-Petitjean;B2C;F;51;Cadre Supérieur;Yokohama;81;0258831633;hoareaupauline@example.org;20210609
521;Buisson;B2B;F;66;Indépendant;Delhi;91;+33 3 66 14 00 59;maillarddiane@example.org;20210907
522;Charles de Guillet;B2C;F;58;Indépendant;Mumbai;91;02 44 06 99 96;antoinette04@example.net;20240517
523;Georges Roger;B2C;M;53;Retraité;Los Angeles;1;03 82 64 91 57;josephinelucas@example.com;20241209
524;Éléonore de Richard;B2C;M;38;Entrepreneur;Nagoya;81;+33 (0)7 31 64 38 23;imeunier@example.net;20240508
525;Juliette Bernard-Mendès;B2C;F;46;Profession libérale;Marseille;33;0517985926;vhubert@example.com;20240527
526;Antoinette du Potier;B2C;F;61;Indépendant;Hamburg;49;+33 (0)5 96 37 10 28;martinweiss@example.net;20220411
527;Christophe Carlier Le Rolland;B2C;F;29;Technicien;Bangalore;91;0361186242;paulette66@example.net;20220902
528;Dupont Leconte et Fils;B2B;F;53;Indépendant;Munich;49;02 36 81 45 82;sdescamps@example.com;20200205
529;Petitjean;B2B;M;36;Entrepreneur;Shanghai;86;0279192443;chevalierhonore@example.com;20231019
530;Bertrand Grondin;B2C;M;42;Cadre;Chicago;1;0567227508;maggiejacquet@example.net;20210227
531;Gosselin Pires SARL;B2B;M;27;Technicien;Mumbai;91;+33 3 55 87 00 18;lerouxalfred@example.com;20221029
532;Gilbert Petitjean-Roussel;B2C;F;20;Employé;Phoenix;1;+33 (0)2 45 89 03 02;antoine47@example.org;20230516
533;Benoît Roussel;B2C;M;40;Profession libérale;Cologne;49;0244273916;nicolas44@example.com;20241101
534;Alexandre;B2B;F;26;Commerçant;Valencia;34;+33 (0)1 88 52 02 86;joubertpenelope@example.net;20200501
535;Charlotte Toussaint-Raymond;B2C;M;33;Entrepreneur;Frankfurt;49;0516461172;xcharrier@example.net;20221204
536;Martine Bouchet;B2C;M;53;Indépendant;Frankfurt;49;+33 (0)4 63 63 77 02;ogomes@example.net;20200713
537;Christelle Bazin;B2C;M;28;Technicien;Fortaleza;55;0358321849;carregerard@example.net;20220126
538;Marine Coulon;B2C;F;27;Technicien;Birmingham;44;0485638162;capucine57@example.net;20190204
539;Christophe De Oliveira-Gilbert;B2C;F;45;Entrepreneur;Turin;39;0490736312;ppottier@example.net;20240316
540;Nicolas Gomes;B2C;F;27;Commerçant;Frankfurt;49;0470601605;ruizmarcelle@example.com;20200707
541;Bernadette Rey-Muller;B2C;M;23;Employé;Sapporo;81;+33 1 77 95 32 47;philippine70@example.net;20240321
542;Yves Ribeiro;B2C;M;30;Profession libérale;Los Angeles;1;+33 1 49 57 55 28;wmorel@example.net;20241228
543;Alves;B2B;M;46;Cadre;Rome;39;06 32 65 39 02;vasseurmatthieu@example.net;20200107
544;Adèle Pottier;B2C;M;59;Indépendant;Mumbai;91;03 25 28 75 82;christophe37@example.org;20230519
545;Margot Faure-Collet;B2C;M;66;Indépendant;London;44;+33 (0)4 58 30 06 16;nathalie88@example.net;20200803
546;Boucher;B2B;M;64;Cadre Supérieur;Nagoya;81;03 70 89 79 62;jfontaine@example.com;20201210
547;Bernadette Chevalier de la Lebreton;B2C;F;27;Technicien;Hamburg;49;0458258456;potierfrancois@example.net;20230417
548;Astrid-Nicole Vallée;B2C;F;51;Cadre Supérieur;Munich;49;+33 5 61 24 71 08;marie40@example.com;20210122
549;Bonnin;B2B;M;60;Indépendant;Cologne;49;0581178638;francois11@example.com;20211104
550;Thibault Pascal;B2C;F;69;Indépendant;Yokohama;81;+33 3 25 93 76 92;suzanneallain@example.com;20210823
551;Frédéric Carlier-Pasquier;B2C;F;28;Commerçant;Salvador;55;0181855876;marguerite78@example.net;20240513
552;Adélaïde du Delahaye;B2C;F;36;Entrepreneur;Naples;39;+33 2 85 82 97 64;cleleu@example.net;20231115
553;Marc du Dijoux;B2C;F;68;Retraité;Turin;39;+33 5 54 16 91 23;moniqueherve@example.com;20240419
554;Marchand;B2B;M;54;Retraité;Salvador;55;+33 (0)1 76 48 59 73;huguesrodrigues@example.com;20240315
555;Frédérique du Lacroix;B2C;F;27;Technicien;Chicago;1;+33 2 28 76 41 61;afouquet@example.org;20230711
556;Alex Sauvage de Bonneau;B2C;F;64;Retraité;New York;1;+33 4 49 32 29 06;adelaidebreton@example.com;20240330
557;Victoire Fournier;B2C;M;28;Commerçant;Fortaleza;55;0545637560;chantalsauvage@example.org;20240816
558;Jeannine Fabre;B2C;F;44;Cadre;Marseille;33;02 41 40 56 63;martelbenjamin@example.com;20240717
559;Fernandes Paris S.A.R.L.;B2B;M;32;Cadre;Bangalore;91;0438106653;virginielucas@example.org;20220728
560;Paris Petitjean S.A.R.L.;B2B;M;42;Entrepreneur;Tokyo;81;+33 2 50 37 60 54;lacombecaroline@example.net;20230630
561;Josette Dumas de la Regnier;B2C;M;32;Entrepreneur;Bordeaux;33;+33 (0)3 22 59 08 72;isimon@example.net;20231115
562;Adrienne Brunet;B2C;M;67;Retraité;Palermo;39;0364101437;capucinefaure@example.org;20240920
563;Arthur Boulay;B2C;F;51;Indépendant;Frankfurt;49;+33 (0)6 48 02 33 41;denis02@example.net;20230603
564;Louise Gauthier;B2C;M;59;Cadre Supérieur;Madrid;34;+33 7 98 57 29 44;suzannebrun@example.org;20220117
565;Josette Faivre;B2C;F;20;Technicien;Manchester;44;01 30 91 24 20;fbarre@example.org;20210627
566;Charles de la Rodriguez;B2C;F;42;Entrepreneur;Chennai;91;+33 (0)4 26 00 86 97;marchalolivie@example.net;20221130
567;Nathalie-Capucine Diaz;B2C;F;44;Profession libérale;Valencia;34;03 27 06 28 84;ytecher@example.org;20200304
568;Stéphanie Martel-Baron;B2C;M;55;Retraité;Chengdu;86;05 90 19 86 70;veronique09@example.com;20230825
569;Joseph Perret;B2C;F;42;Entrepreneur;Berlin;49;01 83 80 76 45;zmarques@example.com;20190917
570;Legrand;B2B;F;62;Indépendant;Leeds;44;02 58 41 94 43;dorothee74@example.org;20220424
571;Grégoire-William Gérard;B2C;F;41;Cadre;São Paulo;55;0175838894;margotalbert@example.net;20240629
572;Danielle Lemaire;B2C;F;52;Cadre Supérieur;Rome;39;+33 (0)5 65 64 55 42;nicolewagner@example.com;20231115
573;Martine Texier;B2C;M;18;Étudiant;Seville;34;+33 1 69 26 74 36;nathaliemarie@example.net;20221025
574;Alphonse Lacombe;B2C;M;68;Indépendant;Birmingham;44;+33 (0)1 41 79 88 70;sperrin@example.net;20240123
575;Tristan Gillet du Diaz;B2C;M;21;Technicien;São Paulo;55;+33 1 78 49 92 24;maillotvincent@example.com;20230823
576;Olivie Maréchal;B2C;F;70;Indépendant;Bordeaux;33;03 39 50 10 21;alphonserodriguez@example.org;20220908
577;Élise de la Berthelot;B2C;M;20;Technicien;Kolkata;91;+33 5 19 55 94 27;jgermain@example.com;20230907
578;Hamon Lebon SA;B2B;F;29;Technicien;Chennai;91;0488895315;wbigot@example.net;20230211
579;Noël Wagner;B2C;M;28;Technicien;Tokyo;81;0320139609;eboucher@example.com;20191122
580;Techer Daniel S.A.;B2B;M;39;Profession libérale;Osaka;81;+33 2 46 79 54 59;buissonchantal@example.net;20220612
581;François David;B2C;F;51;Cadre Supérieur;Marseille;33;0471450734;larochethomas@example.net;20230107
582;Catherine Goncalves de Poirier;B2C;F;22;Technicien;Kolkata;91;0535618161;honore09@example.net;20241109
583;Andre;B2B;F;48;Cadre;Cologne;49;+33 5 36 50 16 82;delmasmichele@example.org;20240909
584;Nicole Jourdan;B2C;F;32;Entrepreneur;Kolkata;91;02 98 85 36 67;zacharie51@example.org;20200723
585;Bouvier;B2B;M;70;Cadre Supérieur;Shenzhen;86;+33 2 79 84 20 05;hugues47@example.org;20201005
586;Marcelle Mendès du Vaillant;B2C;F;19;Étudiant;Chicago;1;03 51 87 92 86;galleteric@example.net;20221204
587;Agnès-Brigitte Parent;B2C;F;69;Indépendant;Valencia;34;0320915934;zoevallee@example.net;20200902
588;Antoinette Marie de la Jacob;B2C;M;29;Employé;Shanghai;86;+33 2 18 01 47 20;noemi73@example.net;20191124
589;Céline Maurice;B2C;M;69;Cadre Supérieur;Palermo;39;02 57 12 95 07;bernierdaniel@example.com;20200130
590;René Fernandez;B2C;M;57;Indépendant;Munich;49;02 98 47 27 55;augerelisabeth@example.com;20201007
591;Monnier;B2B;M;65;Retraité;Frankfurt;49;+33 5 59 01 12 50;diane09@example.com;20210430
592;Claudine Lagarde Le Rolland;B2C;F;35;Entrepreneur;Lyon;33;02 29 61 23 96;davidguillaume@example.com;20200908
593;Édith Pereira-Mace;B2C;M;51;Retraité;Barcelona;34;02 40 17 88 59;pierrebouvier@example.net;20230815
594;Alexandrie Vallet;B2C;M;55;Retraité;Birmingham;44;06 95 12 73 00;marechaloceane@example.net;20231024
595;Paul Marty;B2C;F;19;Étudiant;Lyon;33;04 75 29 50 32;andreblot@example.net;20230508
596;Étienne Le Letellier;B2C;F;43;Cadre;Birmingham;44;03 24 31 54 14;glambert@example.org;20200512
597;Cousin;B2B;F;54;Retraité;Manchester;44;01 60 74 10 51;michellehardy@example.org;20240529
598;Simon Lombard S.A.;B2B;M;31;Profession libérale;New York;1;+33 (0)3 82 90 04 27;vbesnard@example.com;20190421
599;Claude Hardy;B2C;F;18;Étudiant;Milan;39;+33 1 34 86 10 51;ypotier@example.com;20190316
600;Thomas Camus de la Boucher;B2C;M;67;Retraité;Paris;33;+33 (0)3 69 19 77 05;ines95@example.org;20200125
601;Adélaïde Le De Sousa;B2C;M;18;Étudiant;Tokyo;81;06 95 93 86 97;aime75@example.net;20190806
602;Isaac Bègue;B2C;M;67;Indépendant;Toulouse;33;05 45 08 35 42;odette01@example.org;20200127
603;Bernard de la Schneider;B2C;F;31;Profession libérale;Delhi;91;0353383666;sfernandes@example.com;20220904
604;Nath Seguin;B2C;M;39;Entrepreneur;Berlin;49;+33 3 59 64 54 62;rivierechristelle@example.org;20220927
605;Josette Marchand;B2C;F;43;Cadre;São Paulo;55;0182259696;alexandriamartins@example.net;20220910
606;Virginie Guilbert-Costa;B2C;F;53;Retraité;Madrid;34;+33 (0)4 90 21 20 32;grondinfrederic@example.net;20231106
607;Clémence Dufour;B2C;F;18;Étudiant;Munich;49;+33 4 43 46 33 31;petittheophile@example.com;20230808
608;Élodie Mace;B2C;M;44;Profession libérale;Cologne;49;+33 (0)1 78 30 93 60;charlotte41@example.com;20220610
609;Susanne du Camus;B2C;M;65;Retraité;Osaka;81;02 85 88 89 60;wbarre@example.net;20201001
610;Benoît Laurent;B2C;M;35;Entrepreneur;Palermo;39;+33 6 66 38 74 84;marthedupont@example.net;20230414
611;Rémy Caron;B2C;F;51;Retraité;Mumbai;91;+33 (0)1 55 47 34 67;bernadette19@example.com;20191029
612;Valentin S.A.;B2B;F;60;Indépendant;Glasgow;44;03 90 59 14 75;jroux@example.net;20190224
613;Perrot et Fils;B2B;F;61;Indépendant;Cologne;49;0561580227;jacques85@example.com;20220929
614;Legros Berger SARL;B2B;M;36;Profession libérale;Munich;49;0519476941;colasmargaux@example.net;20231228
615;Benjamin Imbert-Daniel;B2C;M;29;Commerçant;Yokohama;81;+33 (0)3 87 74 33 22;baillytherese@example.net;20220801
616;Arnaude Becker;B2C;M;27;Commerçant;Houston;1;0637233405;louisbuisson@example.com;20220607
617;François Bruneau;B2C;F;29;Employé;São Paulo;55;+33 (0)3 62 83 37 99;munozchristophe@example.org;20201022
618;Vincent Guillet;B2C;F;67;Indépendant;Sapporo;81;+33 (0)2 61 53 08 99;nicolejacob@example.org;20230519
619;Susan Jacob;B2C;F;44;Entrepreneur;Osaka;81;0483218474;lemoineremy@example.org;20220617
620;Margot François Le Rivière;B2C;F;62;Cadre Supérieur;Toulouse;33;+33 (0)5 35 11 19 01;jacques07@example.org;20200411
621;Édouard Prévost;B2C;F;49;Cadre;Beijing;86;0230615323;boulangerdenise@example.net;20211222
622;Nicole Le Mace;B2C;M;29;Employé;Houston;1;+33 2 53 32 16 45;noeljulien@example.org;20190707
623;Lucas Auger;B2C;F;55;Retraité;Glasgow;44;0365028895;marthe84@example.net;20230123
624;Corinne de Neveu;B2C;F;46;Profession libérale;Brasília;55;+33 4 76 05 41 35;inesvidal@example.com;20240826
625;Margaux Mary;B2C;M;51;Indépendant;Marseille;33;05 35 91 75 57;nathalie14@example.org;20210717
626;Lucas-Bernard Poirier;B2C;M;49;Cadre;Manchester;44;0321925287;noemiollivier@example.org;20220320
627;Frédérique Gonzalez;B2C;M;36;Profession libérale;New York;1;0219557382;adamlouise@example.com;20220530
628;Vincent Boyer-Marques;B2C;F;52;Cadre Supérieur;Los Angeles;1;+33 3 84 65 91 77;fgiraud@example.org;20240430
629;Robert Riou;B2C;M;57;Indépendant;Leeds;44;04 65 32 93 73;emiletoussaint@example.net;20240919
630;Marchand Breton S.A.S.;B2B;M;49;Entrepreneur;Bangalore;91;0176981793;marysebrun@example.com;20200130
631;Marion S.A.R.L.;B2B;F;54;Indépendant;London;44;+33 (0)5 54 40 63 33;laportemarie@example.com;20220808
632;Rémy Couturier-Rodrigues;B2C;F;59;Retraité;Sapporo;81;+33 (0)4 63 25 86 25;brigittemoreno@example.net;20240902
633;Laure Guillou Le Jacob;B2C;F;63;Indépendant;Manchester;44;0182328405;dgauthier@example.com;20220421
634;Andrée Munoz;B2C;M;59;Cadre Supérieur;Houston;1;+33 3 54 66 03 41;aurelie37@example.com;20190910
635;Denis Devaux-Cohen;B2C;M;19;Étudiant;Rio de Janeiro;55;02 32 65 91 21;celine08@example.org;20190907
636;Simone Lambert de la Lelièvre;B2C;M;26;Commerçant;Marseille;33;+33 5 62 85 80 48;scollet@example.org;20191031
637;Robert Maillet;B2C;F;69;Cadre Supérieur;Osaka;81;0172842264;bbonneau@example.org;20210917
638;Joséphine Gosselin Le Roussel;B2C;M;28;Technicien;Marseille;33;+33 (0)2 47 97 33 08;leoncharles@example.net;20210509
639;François Étienne;B2C;M;60;Indépendant;Bangalore;91;+33 4 38 31 88 87;uleclerc@example.org;20190617
640;Danielle Marques;B2C;F;64;Cadre Supérieur;Palermo;39;01 78 47 10 76;lamyalexandre@example.org;20230111
641;Philippine-Mathilde Bazin;B2C;F;23;Technicien;Marseille;33;0361402722;aime49@example.net;20230524
642;Denise Simon du Boyer;B2C;M;31;Profession libérale;Palermo;39;0231880516;michele93@example.net;20211216
643;Clémence Laporte Le Hamel;B2C;M;40;Profession libérale;Cologne;49;04 98 21 15 79;frederiquecharrier@example.net;20210820
644;Catherine-Éléonore Philippe;B2C;M;29;Technicien;Yokohama;81;05 19 72 99 60;raynaudphilippine@example.com;20190308
645;Poulain;B2B;M;36;Entrepreneur;Frankfurt;49;02 62 60 89 13;guichardclaudine@example.net;20201226
646;René Boutin;B2C;F;58;Indépendant;Chengdu;86;+33 3 44 22 91 53;rolandmenard@example.com;20220410
647;Thierry Carre;B2C;F;29;Technicien;Fortaleza;55;05 49 74 69 54;clemencebenard@example.org;20210209
648;Thierry Fernandes;B2C;F;38;Entrepreneur;Leeds;44;0248390991;barrechristine@example.org;20210913
649;Guillaume-Bertrand Gérard;B2C;F;28;Technicien;Leeds;44;02 31 79 45 64;olivie92@example.com;20201105
650;Agnès Roux;B2C;M;53;Cadre Supérieur;Bangalore;91;05 32 78 74 46;roland17@example.org;20240103
651;Benoît Lefèvre de Le Roux;B2C;M;59;Retraité;Kolkata;91;05 55 61 35 62;delannoyoceane@example.com;20220415
652;Martin Lopes;B2C;M;41;Cadre;Sapporo;81;+33 5 57 26 28 26;camilleklein@example.org;20220321
653;Sylvie Ferrand;B2C;F;36;Profession libérale;Mumbai;91;04 79 65 00 46;guichardrene@example.com;20241207
654;Alix Collet;B2C;M;18;Étudiant;Guangzhou;86;+33 (0)4 34 90 00 99;paullorraine@example.net;20200227
655;Victoire Grégoire;B2C;M;24;Commerçant;Birmingham;44;0231590122;tfontaine@example.com;20230622
656;Caroline Grondin-Ferrand;B2C;F;58;Retraité;Fortaleza;55;+33 (0)2 38 98 36 16;bfabre@example.org;20190208
657;Lucie Humbert Le Maréchal;B2C;F;64;Cadre Supérieur;Chennai;91;+33 (0)5 58 57 14 01;tguillaume@example.com;20210725
658;Thibault Loiseau;B2C;F;23;Employé;Munich;49;0174479153;emmanueldias@example.com;20190724
659;Fournier SA;B2B;M;18;Étudiant;Munich;49;04 97 58 71 70;alfred70@example.net;20210616
660;Luc Lopes;B2C;F;59;Cadre Supérieur;Milan;39;+33 4 90 15 90 57;qbecker@example.net;20190122
661;Martine Regnier-Neveu;B2C;F;56;Retraité;Madrid;34;+33 6 64 10 32 73;gerard04@example.com;20190725
662;Marion;B2B;F;30;Cadre;Toulouse;33;+33 1 70 55 46 32;ericbousquet@example.com;20211111
663;Océane Neveu;B2C;M;49;Entrepreneur;Los Angeles;1;04 77 91 39 49;araynaud@example.org;20220605
664;Laurent Diaz de la Maillet;B2C;M;61;Indépendant;Shanghai;86;+33 (0)4 72 13 85 03;thereselenoir@example.org;20190118
665;Léon Le Hernandez;B2C;M;44;Entrepreneur;Shanghai;86;0278333904;ericblot@example.net;20240517
666;Rousset SARL;B2B;F;19;Étudiant;Toulouse;33;+33 (0)5 54 69 71 80;paul23@example.com;20201001
667;Martin Bertin-Rocher;B2C;M;42;Cadre;Birmingham;44;02 85 64 40 55;ebouvet@example.com;20200104
668;Bigot;B2B;M;57;Cadre Supérieur;Cologne;49;+33 5 64 36 38 45;kletellier@example.net;20240526
669;Denise Perrot de la Pages;B2C;M;43;Profession libérale;Frankfurt;49;+33 4 58 28 84 17;malletmargaud@example.org;20210718
670;Pénélope Delmas-Giraud;B2C;M;26;Employé;Chicago;1;02 35 10 86 37;margueritecohen@example.org;20211009
671;Weiss;B2B;M;53;Retraité;Fortaleza;55;06 36 61 03 74;bonnintherese@example.org;20210112
672;Pierre Jacques;B2C;F;19;Étudiant;Shenzhen;86;01 60 44 16 48;dorothee20@example.org;20190730
673;Fernandes S.A.;B2B;F;57;Indépendant;New York;1;02 47 26 96 50;zguillon@example.org;20241205
674;Franck Laroche;B2C;M;44;Profession libérale;Naples;39;0480948217;martine48@example.org;20230830
675;Charles Reynaud de Maurice;B2C;F;20;Technicien;Hamburg;49;+33 (0)7 53 45 34 93;ilaporte@example.net;20190729
676;Anouk Berthelot;B2C;M;55;Cadre Supérieur;Seville;34;+33 (0)2 43 59 93 32;xdelannoy@example.net;20240330
677;Colette Marchand du Munoz;B2C;F;34;Entrepreneur;Glasgow;44;01 30 12 00 84;boulayfrederic@example.net;20221026
678;Lambert S.A.S.;B2B;F;68;Indépendant;Brasília;55;0467982862;zperret@example.net;20191211
679;Édith de la Lagarde;B2C;M;31;Profession libérale;London;44;+33 6 38 57 89 82;jeannine21@example.net;20190415
680;Alexandria Richard-Guibert;B2C;M;44;Cadre;Toulouse;33;01 48 93 42 43;luce55@example.com;20240729
681;Noël-Luc Briand;B2C;F;27;Commerçant;Naples;39;+33 (0)5 08 39 18 65;philippine62@example.net;20241022
682;Lemaire Petitjean S.A.S.;B2B;F;18;Étudiant;Naples;39;01 43 60 74 20;carolinemarion@example.net;20191209
683;Augustin Da Silva;B2C;F;48;Entrepreneur;Toulouse;33;0475866958;astrid50@example.com;20210414
684;Texier et Fils;B2B;M;31;Entrepreneur;Brasília;55;+33 2 43 90 05 26;alex45@example.net;20220715
685;Caroline Guichard;B2C;M;59;Indépendant;Houston;1;+33 4 63 85 80 89;sabinerossi@example.com;20230719
686;Nathalie Foucher;B2C;F;35;Profession libérale;Nagoya;81;+33 6 95 41 60 12;vrousseau@example.net;20200626
687;Martineau Lacroix S.A.R.L.;B2B;M;27;Technicien;Houston;1;0258322933;laetitiadupre@example.com;20200516
688;Huet S.A.;B2B;M;30;Profession libérale;Cologne;49;+33 2 58 37 65 58;kpierre@example.com;20240710
689;Amélie Michel;B2C;F;37;Cadre;Valencia;34;+33 (0)3 82 33 01 81;qhoarau@example.net;20220820
690;Regnier Albert S.A.;B2B;M;23;Commerçant;Mumbai;91;+33 5 47 06 82 15;isabelle29@example.com;20210622
691;Benjamin-Julien Mercier;B2C;F;35;Entrepreneur;Salvador;55;+33 (0)5 62 99 34 69;kdijoux@example.net;20241030
692;Victor Pelletier Le Hamon;B2C;F;40;Profession libérale;Chennai;91;+33 (0)3 65 11 74 43;laurencelegros@example.net;20200221
693;Madeleine Hoareau;B2C;M;56;Retraité;Mumbai;91;+33 3 88 22 67 54;langloispenelope@example.org;20230725
694;Margaud Daniel;B2C;M;51;Indépendant;Paris;33;02 79 16 05 83;bfournier@example.com;20210618
695;Collin Monnier SARL;B2B;M;53;Cadre Supérieur;Birmingham;44;0180755196;hugueslaine@example.net;20210408
696;Augustin Guillet;B2C;M;50;Cadre Supérieur;Osaka;81;+33 (0)4 79 29 88 74;manonbousquet@example.net;20190914
697;Isaac Parent;B2C;F;36;Entrepreneur;Sapporo;81;+33 (0)4 70 08 74 38;ofoucher@example.com;20211129
698;Éric Gallet;B2C;F;42;Profession libérale;Guangzhou;86;03 70 19 07 21;mauricejacquet@example.com;20200719
699;Lebon;B2B;F;19;Étudiant;Naples;39;02 45 11 04 55;susan98@example.com;20230304
700;Olivier Brunel;B2C;F;31;Cadre;Bilbao;34;0524800881;andrechevallier@example.com;20241009
701;Alexandre-Pierre Arnaud;B2C;M;46;Profession libérale;Guangzhou;86;+33 (0)3 51 37 62 75;vbuisson@example.net;20190609
702;Frédéric-Henri Dumont;B2C;M;21;Technicien;London;44;05 17 78 87 76;adamvictor@example.com;20201031
703;Zoé Voisin Le Gonzalez;B2C;F;47;Profession libérale;Yokohama;81;0490300994;rogerbazin@example.com;20220514
704;Lucy de la Leconte;B2C;F;57;Indépendant;Frankfurt;49;+33 (0)5 47 29 54 36;daniel86@example.net;20210104
705;Frédéric Julien du Chartier;B2C;F;24;Technicien;Delhi;91;0786316693;zmichel@example.org;20200625
706;Alex Rossi;B2C;M;67;Indépendant;Phoenix;1;01 72 58 07 52;denise44@example.org;20231104
707;Emmanuel Rémy;B2C;M;69;Retraité;Bangalore;91;06 34 30 55 97;gaillardluc@example.net;20220603
708;Gérard-Raymond Dumas;B2C;M;21;Commerçant;Birmingham;44;+33 2 90 54 04 61;michellemaurice@example.com;20221213
709;Nathalie de la Daniel;B2C;M;70;Indépendant;Tokyo;81;02 57 67 29 73;rbazin@example.com;20230613
